,Address,tokenDistribution
0,0x6af21402887e1a42d8bdcbc5e7427da5a4ec202d,100.0
1,0xfa694fe467be1a74a8970a2191205f63baf5edab,8.839999999999982
2,0xf260cb6dafc0a295dddd6603cb282afa7075eb1a,100.02
3,0x16E34066c9C47c230EC8D7CaEb89C05444F4B60e,100.0
4,0x0b721e0bd17d27b0dda825d791842f37fded2d0a,100.0
5,0x468c6c40fce7b54315622fe4c859a7d627956a3a,99.97000000000007
6,0xc71235873760e6be00065abd64d9c29a828ab2a9,82.89000000000017
7,0x5c41b89364e11abf889d3adae730903e60f8745c,100.0
8,0x5537729a2311fdcbb01cecf6839f40da47b6f590,100.01000000000002
9,0x0d6457DEcf2964F6d8E43628D851005C0174C95a,0.0
10,0x5bF5BCc5362F88721167C1068b58C60caD075aAc,10.0
11,0xadca51423a9612d2f7b8baafc67a4fe5920842c9,19.949999999999978
12,0x3ac3da1f2146435fbf3dd85dbfe3fcc1968bcc88,100.00000000000004
13,0x02409d67554849927bc9e0eef9ccad37082cddc2,0.0
14,0xa79D096e3BCeea257E08A2028AC35d598b25b401,100.0
15,0x7e83295046f3dde184de314d9203e8055a0dd5c5,100.02
16,0x8a4d2c3fca2d78d0fb86894a37365bfdcd2bc6fb,100.0
17,0x8cbb370bf8a59db760e26c73aac5f5fbad168634,99.99000000000001
18,0xc1c11057d74e4b5159806ea6f513f6dfdd48ffb1,100.00999999999999
19,0x5733eb00cc4b02498703a748710x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0ecad134b86f3d9,21.350000000000048
20,0xe73f2204558e9ecdc85384059ad064d9389db46a,100.01000000000002
21,0xf86c6c058b66509e230a4177e20e687979b0c382,99.99999999999999
22,0x86089260b48cb29b459fe13394e8d218d11a42cf,100.01
23,0xd2760312073e4f989081ee654936f2c0ce5f42dc,100.0
24,0xadd7c67501df39b137b8d27c0583f932b007db02,99.98000000000002
25,0x0dd9bd5b11a209155ca62a612f406613610d3ba9,100.0
26,0xc97982960b84154f6817bd922fe48115ccba6cc5,100.0
27,0x2488936bfc0b9e51e05ef8e6aef6be6c2546b377,100.01
28,0x1c7ade405304e5232b50a21f7d715a56bdab6575,83.65999999999997
29,0x404e55ac6d7a01727cb225a4b908459038c79049,25.029999999999927
30,0x878ca3491b6c299022b94d2caf8510dd6962ea58,100.0
31,0xa4fb74eb378c9c6b6cbbc320ac6d901cc6402ada,100.0
32,0x0d36c04b613b08bd1599a33a94c4b9241eab6f26,100.01
33,0x7D1812a8796be44F23114998715d54094776957d,100.0
34,0xa862911a12dfd66091ece1d6750a23cd7b3787cc,51.099999999999966
35,0x54F88dA3f01051e0BbeD904cc2363Ab06900858A,100.0
36,0xec2519dd7e5b5b2c1e315cf80c07945e9058969a,100.0
37,0x1F01F454bD3142682a74E9eb93bdc0F7B8b12940,100.0
38,0xb7babc11dc8cf5cfc01ba322475877ebb5340ba6,100.0
39,0x5cca85a98581a2751631fd51501db9a5bc87d8a7,100.0
40,0x45f44ac8f53cdccf02aa8de6d534b5bd7d99bc37,99.99999999999999
41,0x848180b081bddc2857586898067088d7a3ec1aa1,100.0
42,0x591f00270158113033066e73bd1793aedd2fbcba,99.93999999999991
43,0x0ef4e8cf23631cc7f8873071ba2124a14f6adadc,83.85
44,0x9eb6f61c00d651a336410536153977786b66d131,100.00000000000001
45,0x799b55e4c0832a812f939c12500af104c4a7fd08,32.00000000000002
46,0x47178eb222974d5f0d9e6ff6bd0ef3b3c6475b1a,100.0
47,0x7803aa109ca33c6252bc83f4b580efd1e02e6e56,100.0
48,0x562e18f8Bf9d1ff18311147871217595FFDBD19a,100.0
49,0x20BFA5989fAb254097764883A8EBB9F185985f5C,100.0
50,0xdace806d5ccaaea703750341101f521f8b60021e,100.0
51,0x0Ea76e8F19C5ad885DA71D2C9094fC7B70A5d483,100.00999999999996
52,0x2ecf0945b50ad557aa380417712f4bb618c53108,99.97999999999999
53,0x1f03c08b4f0e2526cdd1c55244a8ba32678b3bcf,100.00000000000004
54,0x76161D8818931C042f607c40785b3c7761C8f097,100.02
55,0x4fe8581015a41e9efbdd7553c3326d80ee1b8c89,0.0
56,0xab0531302d1617ff4d4c7a9fada95332de9ab1f3,100.00000000000001
57,0x772CCe7C954E9d1400a7b967BB808f65473F29b7,100.0
58,0xa6d53192fb06aa8f9ddd74f26fb9ab0f1df7d20a,100.0
59,0x04535Be57a92e103A91769C840e3b4b110973A32,100.0
60,0x94de98ee1ed481b78dd7af611290d90c691c82c8,99.83000000000003
61,0x2d8beafb2540aebec72b924701c744447a6a9513,100.0
62,0xd49235e0995191126c0533e0cc978598fb3b8d44,100.01
63,0x0dfae14a7973ded69fc0223da55460bc29994fdd,0.0
64,0xa7c96ebb8c3bbe7f8a25f61bb754f5191d4fdecc,100.00000000000006
65,0x6285df8285fE6D3bcDbdb7d7AAE9E0d600DA3Ec8,100.03000000000003
66,0x4b809c61083bd51a4ca20030bc500e9c49d8d257,100.0
67,0xc0752b991a81eb991bc1abf7f5b0f8ade295719f,100.00000000000001
68,0x07699a2d858ccdc6a566d56f57da4874cb393596,99.99999999999997
69,0xa1a71732875197b73f07454889bfdc923517021f,99.99
70,0x838bdd6D8DF373119aa0D0235256774eB1413ed2,99.97
71,0xDDaE9852Cc3A441133E3bE12230496a97895540B,99.99999999999999
72,0xc64d2c5b83649949b23cb4fad6027b00e4b311f9,99.89
73,0x33c8d738a3aac2442bbd68fc7f65f99464f1c5ad,100.0
74,0x6696adc0ada5c6ac44d4fa2a5577c77c77509a96,69.34000000000002
75,0xfbda0d0750428b3972bbde28db28e88c826a04a8,6.01
76,0x60c0f8411bdfeb43746f51d088f0af30f6fd5f23,9.71999999999999
77,0x812c4fb244528d0c213f0977aecbd82cd4e0dd38,40.0
78,0x0c921717ef95553ca9d45dba2beba3ebc5f3a726,100.0
79,0x92AEAEc28948E6acBC53CF4Df359c8ef3aA3312D,0.0
80,0xa6acc531c6e7c7090c9681f1dcd1813a6dd020af,94.22000000000004
81,0xc3a1f86cfb9ba32490dcc5dfa33eee725785ad01,99.99000000000002
82,0xA37FaA61979750F77D66329B72db329d6e07a43a,100.0
83,0xc66e27cab4fcd3289c59e25cd5a1250c2c1f64f8,96.89999999999999
84,0xa413e7612391d5c04c07e04bfe8a3f142ef0aa10,98.15000000000003
85,0x185aAEB204597492d3596b9eD971B9104AE7ca50,100.0
86,0x112358c7fd883705e5f6c12df751a3a630e5f022,27.529999999999966
87,0x8e3e3519f2b34523c60f056e6584cb9e06b3e8fa,99.97999999999998
88,0xffb3a6a30d337baa90f2f7a30263f1b2cfbef15a,100.0
89,0xca8941ea36e3a5e5619dcdda3c3e63f5390d0aed,99.68000000000005
90,0x808b759c654c0c293706a1c7a18916d9c1b8ece6,100.0
91,0x4934e80994959b2239296bf79a399598f5d2aec5,100.0
92,0xc1c2c20e6a988c5ffd33377a5589757652e35120,99.98999999999997
93,0x68111236a9a5f7976e28f14376d1cc5febfb87ce,31.93000000000005
94,0xbf86fb5d5fC937972c204236c05eB6a648dE1009,100.0
95,0x7afaea8e67ec40c99cc6f41e990654da316456c4,100.01000000000002
96,0xdc720f49e37eff35933ee4fef52c42a03f4c09c1,100.0
97,0x60aa3c416b99820880bec7aca3f8ccc58b014191,79.60999999999997
98,0x18fff496488880d40bacd9ca5dddfc97164229a0,100.00000000000001
99,0x32236b3502a8d0f0392b197c8abcbaa5486aa17c,100.00000000000007
100,0x0baf20c9b4171b20d23c182e95152cf50591d393,99.99000000000001
101,0x282d32a6aaf3686f14cc6f6c47397964fae6212a,99.98999999999997
102,0xdd554bda5cd334377fb8e429356241b172dfe286,99.97999999999998
103,0x31f90f7a4c771d7fb03e1e6ab563f7575b6b2f9e,100.01
104,0xc768fbc222bd3f9aa88aec7a9063f46107ca38eb,100.0
105,0xba7cc8894db7e03796b66b56d20ee1345d60a3eb,99.84999999999997
106,0xa1037ad717d462d9d7165cd9674e575cc83fc3a9,37.18999999999992
107,0x2963ed254c9cc88f807662cF57DFa9246a0f3A6B,100.0
108,0xD1A316699C6cE6d0A952a4F5080b7c0f13F0fdc1,100.00999999999999
109,0x5aaDE05C0E26f7b7711a8CBBBe446355dc50B262,100.00999999999999
110,0x3a44eb72d2c7059e61fb560e6199c4905b616d80,99.99999999999999
111,0xeda27d4705f7db52c4531614a7a020414ee3f769,99.99999999999999
112,0x329958c6b828c32aef708264cec88d0e0d08c930,100.0
113,0x7735d8a5e4c25cebed73229e4340d2d3f48b49d6,100.0
114,0x55de0659e620aef5274d6427f9c312f5830ad955,100.02000000000002
115,0x69e6b7c0e8f2aa71c31e2b6dcaef4484ddb23345,86.49
116,0x98e2786f6a95efca9ae2004fc7cd5ef8815a6398,77.67999999999992
117,0xfd71def6ed41990b403d08714b1c8fb34d8d50ac,99.93999999999997
118,0xa8332987292de6df1c9f78177094d271fbd385ce,67.9099999999998
119,0x8bb4c9d3ef5c62cfcd99ae3d8b8647d3cab6f7ba,99.98999999999998
120,0x554b96D40B7b35544d98F0fB885d4C193a70B1a2,74.0
121,0x20c4293d4c9572b92b9c66e1843faefb0e9add91,100.0
122,0x92ce846eaa9af6862de6fdfe3b1cb60d9c8dc02f,100.01000000000006
123,0x4fbc5d5651f36dd6880ff53dd71db9735c07fd5a,100.0
124,0x308a1713c01b74198c5d3286cd62baa7da093049,100.0
125,0x634102a66725c91412f48c683922a65da6a14720,100.02000000000002
126,0x6ecd9a9dd22cbbec53be98f82ff333f6656486c4,100.0
127,0x519032e326871eacf61B98Fe3ae7C16A9fA52492,100.01999999999998
128,0x2f5d4bef4e8f3fa5b3b68d0c2e1bf4e0c7dc2d85,100.01999999999992
129,0xAB30A70f413c9F4Dc3C14013a27833Fa2842ee6b,99.8299999999999
130,0x8E15ADAdA7Ea552F8Fb1cFF4C8F6e7B63C8db20e,100.01000000000008
131,0xb802A5bc3b17aac5907c29aA6C764D6fF0E305e7,0.0
132,0x65AcBC7d1F3824De2f81c575c1550C670eCd4B39,44.69999999999992
133,0x4b7611504de4a6f3Ac167BCef5436Ffef78c3DB4,99.98999999999998
134,0x50ac12552068231b33b823119c340c060645665b,100.0
135,0x7803839cb27c645ccea4950b818d9e62d90174db,100.0
136,0x0FC14Ff23E488BF460833C9Bcb5033FE00fE4e78,100.00000000000001
137,0xd518bd41554dd29F739b0144B511c185E89073Ae,93.39999999999999
138,0x2870c6Ef05fDA806b703dAaa09Fd2E6016B594aa,100.0
139,0xd8ccc95a81ff960499b708a593a83a07d244a443,100.02000000000002
140,0xd6c72a8a66e326fefe64cade1deb65a271a442b0,99.99
141,0x42835142ACE9e7da64083de2265990531ccFF778,0.0
142,0x9642377e42deed44efdd616e2d1bde794decee73,0.0
143,0xd0c5207a73099e0ef123698b375a623a93513d51,99.99999999999999
144,0xb54b56ff6b32f31bf97a1b9ee9d54bab3a5e6139,99.99999999999999
145,0x835d9ddc0f7d9a52b9d9da7749ece771d045bff6,100.00999999999999
146,0x4d15a2a009805829d15b415f74dc4547544e3074,99.99000000000001
147,0xe3110e3FbdF40187B3E296f24EEd666fE1fD25a4,100.01
148,0xf8c24dc8440e558a26714aeb8c15cdb04f3166a8,100.06000000000019
149,0x2656ee39dfccf03da8aa296cbbbb5445c776d9a7,100.00000000000003
150,0x70ec5d81dd052e5c672b902b27c4f0f6074b4185,98.53999999999999
151,0x5e2f9ff6112bfafbfabd0bca5a7c5a55bb954aec,100.0
152,0x265ad508a26e71a7bf6bcdc4bdcdc48997bc8bec,100.00000000000004
153,0x63da9708a4e9e793472cd5a4090f648f6764ffe3,100.0
154,0x63a6601f806399d6ee281856b9a8bc4e52832ffd,99.99000000000001
155,0x52d823726c48e17cb6d6b88fd9cedef76ec0b48a,100.0
156,0x8aefac0fcf81add806779fd16e2cbe51d1a92ec7,87.4300000000001
157,0xaf165b3e00f8e3c5c9e6ea1258b2037a179fde2e,100.01
158,0xe6480321428dc24ce318e9cad63ba054ed3cd14b,100.0
159,0xb61b5c8175b9230fbd0c6563b999f4fbc931c5ac,100.02000000000004
160,0xcba48f35a98bc0efc68301fc1e324c42c5e16cd4,100.0
161,0xe1ad09460717aad2af9ce68c12d88d147f1a1547,40.140000000000015
162,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571,30.139999999999993
163,0x916B960db6C5fbb84Ad718aC2aC1D6bfA8f6268F,100.0
164,0x0939533dc836ec2f7249f61508dd0b4d8033a9a0,30.490000000000002
165,0x628dF6fbC6b7fC5FCcbA0c1408aeF5d242EA9784,100.0
166,0xCc434aa3b9cbD630989DD345728f2D6b10414925,100.0
167,0x5cab26ec9b81e06c9bbd441cf5446f37862fccbc,100.0
168,0xf5ddbab35a4484d8a3fb9133b8c55eab911ba9e6,99.12
169,0xbc00c54306c12a881cfe332bed4469bdbb10763a,76.0
170,0x4717b54e2f36e62d0cb55495196ff13943e86d81,6.059999999999986
171,0xce6bab5b7a2433bd8cb56b81f7714ea2f88a61d3,99.99999999999999
